,e_serial_p0,Direction_p0,e_high_p0,e_low_p0,e_close_p0,e_serial_p1,Direction_p1,e_high_p1,e_low_p1,e_close_p1,e_serial_p2,Direction_p2,e_high_p2,e_low_p2,e_close_p2,e_serial_p3,Direction_p3,e_high_p3,e_low_p3,e_close_p3,e_serial_p4,Direction_p4,e_high_p4,e_low_p4,e_close_p4,e_serial_p5,Direction_p5,e_high_p5,e_low_p5,e_close_p5,cond_all
549,260,Bull,1.3243,1.3172,1.323875,298,Bear,1.33395,1.331635,1.3317599,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
550,260,Bull,1.3243,1.3172,1.323875,298,Bear,1.33395,1.331635,1.3317599,367,Bull,1.32567,1.3240349,1.32516,450,Bear,1.344355,1.343395,1.34396,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
551,260,Bull,1.3243,1.3172,1.323875,298,Bear,1.33395,1.331635,1.3317599,367,Bull,1.32567,1.3240349,1.32516,453,Bear,1.3445649,1.3436749,1.344305,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
552,260,Bull,1.3243,1.3172,1.323875,298,Bear,1.33395,1.331635,1.3317599,367,Bull,1.32567,1.3240349,1.32516,470,Bear,1.346165,1.3447249,1.345685,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
578,260,Bull,1.3243,1.3172,1.323875,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,415,Bull,1.3409901,1.339045,1.3404,496,Bear,1.3499551,1.347475,1.34853,True
582,260,Bull,1.3243,1.3172,1.323875,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
583,260,Bull,1.3243,1.3172,1.323875,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
588,260,Bull,1.3243,1.3172,1.323875,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,415,Bull,1.3409901,1.339045,1.3404,496,Bear,1.3499551,1.347475,1.34853,True
592,260,Bull,1.3243,1.3172,1.323875,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
593,260,Bull,1.3243,1.3172,1.323875,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
597,260,Bull,1.3243,1.3172,1.323875,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
598,260,Bull,1.3243,1.3172,1.323875,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
599,260,Bull,1.3243,1.3172,1.323875,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,450,Bear,1.344355,1.343395,1.34396,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
600,260,Bull,1.3243,1.3172,1.323875,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,453,Bear,1.3445649,1.3436749,1.344305,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
601,260,Bull,1.3243,1.3172,1.323875,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,470,Bear,1.346165,1.3447249,1.345685,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
627,260,Bull,1.3243,1.3172,1.323875,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,415,Bull,1.3409901,1.339045,1.3404,496,Bear,1.3499551,1.347475,1.34853,True
631,260,Bull,1.3243,1.3172,1.323875,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
632,260,Bull,1.3243,1.3172,1.323875,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
637,260,Bull,1.3243,1.3172,1.323875,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,415,Bull,1.3409901,1.339045,1.3404,496,Bear,1.3499551,1.347475,1.34853,True
641,260,Bull,1.3243,1.3172,1.323875,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
642,260,Bull,1.3243,1.3172,1.323875,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
646,260,Bull,1.3243,1.3172,1.323875,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
647,260,Bull,1.3243,1.3172,1.323875,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
648,260,Bull,1.3243,1.3172,1.323875,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,450,Bear,1.344355,1.343395,1.34396,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
649,260,Bull,1.3243,1.3172,1.323875,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,453,Bear,1.3445649,1.3436749,1.344305,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
650,260,Bull,1.3243,1.3172,1.323875,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,470,Bear,1.346165,1.3447249,1.345685,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
676,260,Bull,1.3243,1.3172,1.323875,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,415,Bull,1.3409901,1.339045,1.3404,496,Bear,1.3499551,1.347475,1.34853,True
680,260,Bull,1.3243,1.3172,1.323875,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
681,260,Bull,1.3243,1.3172,1.323875,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
686,260,Bull,1.3243,1.3172,1.323875,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,415,Bull,1.3409901,1.339045,1.3404,496,Bear,1.3499551,1.347475,1.34853,True
690,260,Bull,1.3243,1.3172,1.323875,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
691,260,Bull,1.3243,1.3172,1.323875,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
695,260,Bull,1.3243,1.3172,1.323875,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
696,260,Bull,1.3243,1.3172,1.323875,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
697,260,Bull,1.3243,1.3172,1.323875,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,450,Bear,1.344355,1.343395,1.34396,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
698,260,Bull,1.3243,1.3172,1.323875,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,453,Bear,1.3445649,1.3436749,1.344305,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
699,260,Bull,1.3243,1.3172,1.323875,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,470,Bear,1.346165,1.3447249,1.345685,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
761,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,415,Bull,1.3409901,1.339045,1.3404,496,Bear,1.3499551,1.347475,1.34853,True
765,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
766,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
771,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,415,Bull,1.3409901,1.339045,1.3404,496,Bear,1.3499551,1.347475,1.34853,True
775,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
776,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
780,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
781,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
782,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,450,Bear,1.344355,1.343395,1.34396,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
783,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,453,Bear,1.3445649,1.3436749,1.344305,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
784,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,470,Bear,1.346165,1.3447249,1.345685,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
810,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,415,Bull,1.3409901,1.339045,1.3404,496,Bear,1.3499551,1.347475,1.34853,True
814,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
815,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
820,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,415,Bull,1.3409901,1.339045,1.3404,496,Bear,1.3499551,1.347475,1.34853,True
824,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
825,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
829,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
830,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
831,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,450,Bear,1.344355,1.343395,1.34396,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
832,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,453,Bear,1.3445649,1.3436749,1.344305,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
833,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,470,Bear,1.346165,1.3447249,1.345685,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
859,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,415,Bull,1.3409901,1.339045,1.3404,496,Bear,1.3499551,1.347475,1.34853,True
863,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
864,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
869,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,415,Bull,1.3409901,1.339045,1.3404,496,Bear,1.3499551,1.347475,1.34853,True
873,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
874,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
878,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,429,Bull,1.341635,1.33857,1.34139,496,Bear,1.3499551,1.347475,1.34853,True
879,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
880,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,450,Bear,1.344355,1.343395,1.34396,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
881,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,453,Bear,1.3445649,1.3436749,1.344305,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
882,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,470,Bear,1.346165,1.3447249,1.345685,491,Bull,1.342655,1.3408599,1.34252,496,Bear,1.3499551,1.347475,1.34853,True
18,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,415,Bull,1.3409901,1.339045,1.3404,506,Bear,1.3505249,1.349455,1.35045,True
23,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,429,Bull,1.341635,1.33857,1.34139,506,Bear,1.3505249,1.349455,1.35045,True
25,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
31,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,415,Bull,1.3409901,1.339045,1.3404,506,Bear,1.3505249,1.349455,1.35045,True
36,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,429,Bull,1.341635,1.33857,1.34139,506,Bear,1.3505249,1.349455,1.35045,True
38,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
43,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,429,Bull,1.341635,1.33857,1.34139,506,Bear,1.3505249,1.349455,1.35045,True
45,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
47,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,450,Bear,1.344355,1.343395,1.34396,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
49,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,453,Bear,1.3445649,1.3436749,1.344305,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
51,322,Bull,1.32067,1.3173549,1.3185151,326,Bear,1.32445,1.321445,1.323935,367,Bull,1.32567,1.3240349,1.32516,470,Bear,1.346165,1.3447249,1.345685,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
89,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,415,Bull,1.3409901,1.339045,1.3404,506,Bear,1.3505249,1.349455,1.35045,True
94,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,429,Bull,1.341635,1.33857,1.34139,506,Bear,1.3505249,1.349455,1.35045,True
96,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
102,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,415,Bull,1.3409901,1.339045,1.3404,506,Bear,1.3505249,1.349455,1.35045,True
107,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,429,Bull,1.341635,1.33857,1.34139,506,Bear,1.3505249,1.349455,1.35045,True
109,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
114,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,429,Bull,1.341635,1.33857,1.34139,506,Bear,1.3505249,1.349455,1.35045,True
116,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
118,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,450,Bear,1.344355,1.343395,1.34396,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
120,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,453,Bear,1.3445649,1.3436749,1.344305,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
122,322,Bull,1.32067,1.3173549,1.3185151,347,Bear,1.326195,1.324645,1.3247099,367,Bull,1.32567,1.3240349,1.32516,470,Bear,1.346165,1.3447249,1.345685,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
160,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,415,Bull,1.3409901,1.339045,1.3404,506,Bear,1.3505249,1.349455,1.35045,True
165,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,429,Bull,1.341635,1.33857,1.34139,506,Bear,1.3505249,1.349455,1.35045,True
167,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,397,Bear,1.3436,1.3419199,1.34288,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
173,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,415,Bull,1.3409901,1.339045,1.3404,506,Bear,1.3505249,1.349455,1.35045,True
178,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,429,Bull,1.341635,1.33857,1.34139,506,Bear,1.3505249,1.349455,1.35045,True
180,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,400,Bear,1.3438151,1.340575,1.3410101,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
185,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,429,Bull,1.341635,1.33857,1.34139,506,Bear,1.3505249,1.349455,1.35045,True
187,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,422,Bear,1.34203,1.3403,1.34041,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
189,322,Bull,1.32067,1.3173549,1.3185151,362,Bear,1.32752,1.3259399,1.32721,367,Bull,1.32567,1.3240349,1.32516,450,Bear,1.344355,1.343395,1.34396,491,Bull,1.342655,1.3408599,1.34252,506,Bear,1.3505249,1.349455,1.35045,True
