,e_serial_p0,Direction_p0,e_high_p0,e_low_p0,e_close_p0,e_serial_p1,Direction_p1,e_high_p1,e_low_p1,e_close_p1,e_serial_p2,Direction_p2,e_high_p2,e_low_p2,e_close_p2,e_serial_p3,Direction_p3,e_high_p3,e_low_p3,e_close_p3,e_serial_p4,Direction_p4,e_high_p4,e_low_p4,e_close_p4,e_serial_p5,Direction_p5,e_high_p5,e_low_p5,e_close_p5,cond_all
1802,2443,Bear,1.38346,1.382465,1.3832049,2489,Bull,1.37568,1.373585,1.37549,2532,Bear,1.3829651,1.380645,1.3806951,2627,Bull,1.3663449,1.3642,1.3654151,2630,Bear,1.3693299,1.367305,1.3674049,2652,Bull,1.36486,1.362575,1.364835,True
1841,2443,Bear,1.38346,1.382465,1.3832049,2559,Bull,1.37526,1.370955,1.371495,2584,Bear,1.38152,1.3796699,1.3803649,2627,Bull,1.3663449,1.3642,1.3654151,2630,Bear,1.3693299,1.367305,1.3674049,2652,Bull,1.36486,1.362575,1.364835,True
1993,2532,Bear,1.3829651,1.380645,1.3806951,2559,Bull,1.37526,1.370955,1.371495,2584,Bear,1.38152,1.3796699,1.3803649,2627,Bull,1.3663449,1.3642,1.3654151,2630,Bear,1.3693299,1.367305,1.3674049,2652,Bull,1.36486,1.362575,1.364835,True
143,2412,Bear,1.3833799,1.381855,1.3824849,2436,Bull,1.376575,1.3742399,1.374295,2443,Bear,1.38346,1.382465,1.3832049,2627,Bull,1.3663449,1.3642,1.3654151,2630,Bear,1.3693299,1.367305,1.3674049,2657,Bull,1.3617699,1.36057,1.3606501,True
1223,2443,Bear,1.38346,1.382465,1.3832049,2489,Bull,1.37568,1.373585,1.37549,2532,Bear,1.3829651,1.380645,1.3806951,2627,Bull,1.3663449,1.3642,1.3654151,2630,Bear,1.3693299,1.367305,1.3674049,2657,Bull,1.3617699,1.36057,1.3606501,True
1289,2443,Bear,1.38346,1.382465,1.3832049,2559,Bull,1.37526,1.370955,1.371495,2584,Bear,1.38152,1.3796699,1.3803649,2627,Bull,1.3663449,1.3642,1.3654151,2630,Bear,1.3693299,1.367305,1.3674049,2657,Bull,1.3617699,1.36057,1.3606501,True
1533,2532,Bear,1.3829651,1.380645,1.3806951,2559,Bull,1.37526,1.370955,1.371495,2584,Bear,1.38152,1.3796699,1.3803649,2627,Bull,1.3663449,1.3642,1.3654151,2630,Bear,1.3693299,1.367305,1.3674049,2657,Bull,1.3617699,1.36057,1.3606501,True
187,2532,Bear,1.3829651,1.380645,1.3806951,2559,Bull,1.37526,1.370955,1.371495,2584,Bear,1.38152,1.3796699,1.3803649,2723,Bull,1.3443849,1.3424399,1.34432,2769,Bear,1.36074,1.3561001,1.3600299,2805,Bull,1.341075,1.3401201,1.3404701,True
481,2532,Bear,1.3829651,1.380645,1.3806951,2657,Bull,1.3617699,1.36057,1.3606501,2688,Bear,1.36987,1.368845,1.3694,2723,Bull,1.3443849,1.3424399,1.34432,2769,Bear,1.36074,1.3561001,1.3600299,2805,Bull,1.341075,1.3401201,1.3404701,True
1445,2584,Bear,1.38152,1.3796699,1.3803649,2657,Bull,1.3617699,1.36057,1.3606501,2688,Bear,1.36987,1.368845,1.3694,2723,Bull,1.3443849,1.3424399,1.34432,2769,Bear,1.36074,1.3561001,1.3600299,2805,Bull,1.341075,1.3401201,1.3404701,True
255,2532,Bear,1.3829651,1.380645,1.3806951,2559,Bull,1.37526,1.370955,1.371495,2584,Bear,1.38152,1.3796699,1.3803649,2723,Bull,1.3443849,1.3424399,1.34432,2769,Bear,1.36074,1.3561001,1.3600299,2811,Bull,1.340905,1.33927,1.340735,True
676,2532,Bear,1.3829651,1.380645,1.3806951,2657,Bull,1.3617699,1.36057,1.3606501,2688,Bear,1.36987,1.368845,1.3694,2723,Bull,1.3443849,1.3424399,1.34432,2769,Bear,1.36074,1.3561001,1.3600299,2811,Bull,1.340905,1.33927,1.340735,True
2048,2584,Bear,1.38152,1.3796699,1.3803649,2657,Bull,1.3617699,1.36057,1.3606501,2688,Bear,1.36987,1.368845,1.3694,2723,Bull,1.3443849,1.3424399,1.34432,2769,Bear,1.36074,1.3561001,1.3600299,2811,Bull,1.340905,1.33927,1.340735,True
1743,2584,Bear,1.38152,1.3796699,1.3803649,2657,Bull,1.3617699,1.36057,1.3606501,2688,Bear,1.36987,1.368845,1.3694,2723,Bull,1.3443849,1.3424399,1.34432,2769,Bear,1.36074,1.3561001,1.3600299,2816,Bull,1.3395,1.3364,1.3392849,True
1030,2584,Bear,1.38152,1.3796699,1.3803649,2657,Bull,1.3617699,1.36057,1.3606501,2688,Bear,1.36987,1.368845,1.3694,2723,Bull,1.3443849,1.3424399,1.34432,2769,Bear,1.36074,1.3561001,1.3600299,2828,Bull,1.3366301,1.335865,1.3363299,True
1225,2584,Bear,1.38152,1.3796699,1.3803649,2657,Bull,1.3617699,1.36057,1.3606501,2688,Bear,1.36987,1.368845,1.3694,2723,Bull,1.3443849,1.3424399,1.34432,2769,Bear,1.36074,1.3561001,1.3600299,2834,Bull,1.33624,1.335335,1.33606,True
543,2935,Bear,1.3513651,1.34888,1.3510151,2941,Bull,1.3486099,1.34639,1.3466899,2959,Bear,1.35098,1.349015,1.3491349,3012,Bull,1.3361549,1.3342249,1.334805,3031,Bear,1.33901,1.336925,1.3371351,3043,Bull,1.333475,1.3315849,1.3321149,True
552,2935,Bear,1.3513651,1.34888,1.3510151,2962,Bull,1.3433349,1.340755,1.3431201,2988,Bear,1.34499,1.3436749,1.344545,3012,Bull,1.3361549,1.3342249,1.334805,3031,Bear,1.33901,1.336925,1.3371351,3043,Bull,1.333475,1.3315849,1.3321149,True
563,2959,Bear,1.35098,1.349015,1.3491349,2962,Bull,1.3433349,1.340755,1.3431201,2988,Bear,1.34499,1.3436749,1.344545,3012,Bull,1.3361549,1.3342249,1.334805,3031,Bear,1.33901,1.336925,1.3371351,3043,Bull,1.333475,1.3315849,1.3321149,True
1051,2935,Bear,1.3513651,1.34888,1.3510151,2941,Bull,1.3486099,1.34639,1.3466899,2959,Bear,1.35098,1.349015,1.3491349,3012,Bull,1.3361549,1.3342249,1.334805,3031,Bear,1.33901,1.336925,1.3371351,3080,Bull,1.33168,1.3278401,1.33045,True
1053,2935,Bear,1.3513651,1.34888,1.3510151,2941,Bull,1.3486099,1.34639,1.3466899,2959,Bear,1.35098,1.349015,1.3491349,3043,Bull,1.333475,1.3315849,1.3321149,3056,Bear,1.335365,1.333875,1.333875,3080,Bull,1.33168,1.3278401,1.33045,True
1076,2935,Bear,1.3513651,1.34888,1.3510151,2962,Bull,1.3433349,1.340755,1.3431201,2988,Bear,1.34499,1.3436749,1.344545,3012,Bull,1.3361549,1.3342249,1.334805,3031,Bear,1.33901,1.336925,1.3371351,3080,Bull,1.33168,1.3278401,1.33045,True
1078,2935,Bear,1.3513651,1.34888,1.3510151,2962,Bull,1.3433349,1.340755,1.3431201,2988,Bear,1.34499,1.3436749,1.344545,3043,Bull,1.333475,1.3315849,1.3321149,3056,Bear,1.335365,1.333875,1.333875,3080,Bull,1.33168,1.3278401,1.33045,True
1112,2959,Bear,1.35098,1.349015,1.3491349,2962,Bull,1.3433349,1.340755,1.3431201,2988,Bear,1.34499,1.3436749,1.344545,3012,Bull,1.3361549,1.3342249,1.334805,3031,Bear,1.33901,1.336925,1.3371351,3080,Bull,1.33168,1.3278401,1.33045,True
1114,2959,Bear,1.35098,1.349015,1.3491349,2962,Bull,1.3433349,1.340755,1.3431201,2988,Bear,1.34499,1.3436749,1.344545,3043,Bull,1.333475,1.3315849,1.3321149,3056,Bear,1.335365,1.333875,1.333875,3080,Bull,1.33168,1.3278401,1.33045,True
907,2935,Bear,1.3513651,1.34888,1.3510151,2941,Bull,1.3486099,1.34639,1.3466899,2959,Bear,1.35098,1.349015,1.3491349,3080,Bull,1.33168,1.3278401,1.33045,3130,Bear,1.33705,1.3345251,1.3354499,3136,Bull,1.3252399,1.3194749,1.325155,True
1135,2935,Bear,1.3513651,1.34888,1.3510151,2962,Bull,1.3433349,1.340755,1.3431201,2988,Bear,1.34499,1.3436749,1.344545,3080,Bull,1.33168,1.3278401,1.33045,3130,Bear,1.33705,1.3345251,1.3354499,3136,Bull,1.3252399,1.3194749,1.325155,True
1627,2959,Bear,1.35098,1.349015,1.3491349,2962,Bull,1.3433349,1.340755,1.3431201,2988,Bear,1.34499,1.3436749,1.344545,3080,Bull,1.33168,1.3278401,1.33045,3130,Bear,1.33705,1.3345251,1.3354499,3136,Bull,1.3252399,1.3194749,1.325155,True
895,3364,Bull,1.3201151,1.3191249,1.320035,3392,Bear,1.328275,1.324595,1.3273549,3403,Bull,1.3243,1.3172,1.323875,3543,Bear,1.3438151,1.340575,1.3410101,3572,Bull,1.341635,1.33857,1.34139,3593,Bear,1.344355,1.343395,1.34396,True
1145,3403,Bull,1.3243,1.3172,1.323875,3421,Bear,1.33746,1.334625,1.33568,3465,Bull,1.32067,1.3173549,1.3185151,3543,Bear,1.3438151,1.340575,1.3410101,3572,Bull,1.341635,1.33857,1.34139,3593,Bear,1.344355,1.343395,1.34396,True
1155,3403,Bull,1.3243,1.3172,1.323875,3421,Bear,1.33746,1.334625,1.33568,3510,Bull,1.32567,1.3240349,1.32516,3543,Bear,1.3438151,1.340575,1.3410101,3572,Bull,1.341635,1.33857,1.34139,3593,Bear,1.344355,1.343395,1.34396,True
1314,3465,Bull,1.32067,1.3173549,1.3185151,3505,Bear,1.32752,1.3259399,1.32721,3510,Bull,1.32567,1.3240349,1.32516,3543,Bear,1.3438151,1.340575,1.3410101,3572,Bull,1.341635,1.33857,1.34139,3593,Bear,1.344355,1.343395,1.34396,True
286,3364,Bull,1.3201151,1.3191249,1.320035,3392,Bear,1.328275,1.324595,1.3273549,3403,Bull,1.3243,1.3172,1.323875,3543,Bear,1.3438151,1.340575,1.3410101,3572,Bull,1.341635,1.33857,1.34139,3596,Bear,1.3445649,1.3436749,1.344305,True
675,3403,Bull,1.3243,1.3172,1.323875,3421,Bear,1.33746,1.334625,1.33568,3465,Bull,1.32067,1.3173549,1.3185151,3543,Bear,1.3438151,1.340575,1.3410101,3572,Bull,1.341635,1.33857,1.34139,3596,Bear,1.3445649,1.3436749,1.344305,True
692,3403,Bull,1.3243,1.3172,1.323875,3421,Bear,1.33746,1.334625,1.33568,3510,Bull,1.32567,1.3240349,1.32516,3543,Bear,1.3438151,1.340575,1.3410101,3572,Bull,1.341635,1.33857,1.34139,3596,Bear,1.3445649,1.3436749,1.344305,True
950,3465,Bull,1.32067,1.3173549,1.3185151,3505,Bear,1.32752,1.3259399,1.32721,3510,Bull,1.32567,1.3240349,1.32516,3543,Bear,1.3438151,1.340575,1.3410101,3572,Bull,1.341635,1.33857,1.34139,3596,Bear,1.3445649,1.3436749,1.344305,True
365,3364,Bull,1.3201151,1.3191249,1.320035,3392,Bear,1.328275,1.324595,1.3273549,3403,Bull,1.3243,1.3172,1.323875,3543,Bear,1.3438151,1.340575,1.3410101,3572,Bull,1.341635,1.33857,1.34139,3613,Bear,1.346165,1.3447249,1.345685,True
893,3403,Bull,1.3243,1.3172,1.323875,3421,Bear,1.33746,1.334625,1.33568,3465,Bull,1.32067,1.3173549,1.3185151,3543,Bear,1.3438151,1.340575,1.3410101,3572,Bull,1.341635,1.33857,1.34139,3613,Bear,1.346165,1.3447249,1.345685,True
917,3403,Bull,1.3243,1.3172,1.323875,3421,Bear,1.33746,1.334625,1.33568,3510,Bull,1.32567,1.3240349,1.32516,3543,Bear,1.3438151,1.340575,1.3410101,3572,Bull,1.341635,1.33857,1.34139,3613,Bear,1.346165,1.3447249,1.345685,True
1274,3465,Bull,1.32067,1.3173549,1.3185151,3505,Bear,1.32752,1.3259399,1.32721,3510,Bull,1.32567,1.3240349,1.32516,3543,Bear,1.3438151,1.340575,1.3410101,3572,Bull,1.341635,1.33857,1.34139,3613,Bear,1.346165,1.3447249,1.345685,True
